Vernier Format 2
Bandlücke-Ge_Lampenleistung.cmbl 07.09.2016 14:27:13 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

114	15,465982632	0,340659	0,020757	881,459058949	1,40562399061
114,5	15,72679472	0,598291	0,02442	895,951652338	1,38288711982
115	16,314156369	0,815629	0,018315	928,521244292	1,33437980834
115,5	16,510299886	1,06227	0,00732601	939,375967567	1,3189607173
116	17,097127084	1,21734	0,015873	971,78516452	1,27497315789
116,5	17,293270601	1,31746	0,02442	982,595184079	1,26094654246
117	17,619285711	1,37851	0,032967	1000,53725326	1,23833470065
117,5	18,141444338	1,36386	0,00732601	1029,20624412	1,203840345
118	18,402256426	1,34554	0,00976801	1043,49420523	1,18735685717
118,5	18,924415053	1,38584	0,00854701	1072,03413198	1,15574678365
119	19,185761592	1,31624	0,014652	1086,28541512	1,14058421733
119,5	19,707385768	1,36874	0,017094	1114,66182743	1,1115478879
120	20,033935329	1,3956	0,030525	1132,37928647	1,09415636157
120,5	20,556093956	1,45177	0,030525	1160,63315191	1,06752077343
121	20,8170129342	1,49451	0,00732601	1174,71543696	1,05472351943
121,5	21,339064671	1,47741	0,00854701	1202,81811983	1,03008092377
122	21,6000905394	1,44689	0,018315	1216,83216036	1,01821766416
122,5	22,1873987433	1,39927	0,025641	1248,27096977	0,992572950912
123	22,4484246117	1,3956	0,02442	1262,20186999	0,981617940412
123,5	22,9052198814	1,32967	0,015873	1286,51773545	0,963064842294
124	23,2315022169	1,37729	0,014652	1303,83623543	0,950272715496
124,5	23,7535539537	1,37607	0,013431	1331,45765404	0,93055907279
125	24,0145798221	1,37729	0,020757	1345,22705507	0,92103410746
125,5	24,2756056905	1,31502	0,017094	1358,96853603	0,911720887682
126	24,7976574273	1,24908	0,019536	1386,36659747	0,893703009192
126,5	25,1239397628	1,25763	0,014652	1403,43208311	0,882835738835
127	25,6459914996	1,28571	0,023199	1430,64196417	0,866044776423
127,5	25,907017368	1,23443	0,013431	1444,20250644	0,857912927361
128	26,4290691048	1,12943	0,00976801	1471,23338722	0,842150545767
128,5	26,6900949732	1,10134	0,00732601	1484,70316471	0,834510243829
129	27,21214671	1,10256	0,010989	1511,54999608	0,819688401448
129,5	27,4731725784	1,05739	0,01221	1524,92649276	0,81249818
130	27,9952243152	1,01221	0,01221	1551,58425995	0,798538649806
130,5	28,3215066507	0,971917	0,010989	1568,18009246	0,790087825983
131	28,5825325191	0,930403	0,020757	1581,42016839	0,783472997729
131,5	29,1045842559	0,899878	0,037851	1607,8015794	0,770617479095
132	29,3656101243	0,875458	0,028083	1620,94236692	0,764370174587
132,5	29,8876618611	0,793651	0,00854701	1647,12274234	0,752220807928
133	30,1486877295	0,771673	0,00976801	1660,16178686	0,746312805055
133,5	30,6707394663	0,753358	0,029304	1686,13623642	0,734816068379
134	30,9317653347	0,705739	0,026862	1699,07110236	0,729221983871
134,5	31,1927912031	0,623932	0,019536	1711,97070421	0,723727337713
135	31,780099407	0,566545	0,01221	1740,86448849	0,711715362218
135,5	32,0411252754	0,527473	0,017094	1753,64763688	0,706527339897
136	32,5631770122	0,556777	0,014652	1779,10447864	0,696417784832
136,5	32,8242028806	0,529915	0,025641	1791,77764366	0,691492052255
137	33,3462546174	0,52381	0,026862	1817,01214683	0,681888672104
137,5	33,6072804858	0,526252	0,02442	1829,57296124	0,677207209685
138	34,1945886897	0,485958	0,014652	1857,69556032	0,666955353971
138,5	34,390358091	0,494505	0,017094	1867,02652978	0,66362206441
139	34,9124098278	0,465201	0,00732601	1891,80225739	0,654931029476
139,5	35,1734356962	0,462759	0,013431	1904,13135325	0,650690404256
140	35,7607439001	0,431013	0,018315	1931,72693506	0,641395001289
140,5	35,9565133014	0,47619	0,035409	1940,88050077	0,638370059108
141	36,5438215053	0,434676	0,015873	1968,20481716	0,629507655502
141,5	36,8048473737	0,428571	0,013431	1980,28274697	0,625668229395
142	37,2616426434	0,46398	0,029304	2001,32007548	0,619091376327
142,5	37,5879249789	0,443223	0,03663	2016,2689343	0,614501358882
143	37,8489508473	0,395604	0,01221	2028,18096616	0,610892233322
143,5	38,3710025841	0,406593	0,020757	2051,87849932	0,603836923292
144	38,6320284525	0,380952	0,019536	2063,66350878	0,60038857824
144,5	39,2193366564	0,380952	0,00854701	2090,02280739	0,592816497323
145	39,4803625248	0,382173	0,00976801	2101,66772583	0,589531820264
145,5	40,0024142616	0,367521	0,026862	2124,8264621	0,583106442854
146	40,26344013	0,361416	0,034188	2136,33979927	0,579963917924
146,5	40,7854918668	0,319902	0,01221	2159,23321687	0,573814810888
147	41,1117742023	0,296703	0,019536	2173,45069348	0,570061241195
147,5	41,6338259391	0,340659	0,030525	2196,0518584	0,564194326859
148	41,8948518075	0,324786	0,018315	2207,28418958	0,561323279462
148,5	42,4169035443	0,294261	0,013431	2229,61118373	0,555702271787
149	42,6779294127	0,286935	0,013431	2240,70538331	0,552950873966
149,5	42,9389552811	0,30525	0,029304	2251,75307722	0,55023795128
