Vernier Format 2
Bandlücke-Si.cmbl 07.09.2016 11:35:41 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

170	53,248956483	0,493284	0,124542	1323,45069317	0,936189014362
170,5	53,77111511	0,483516	0,113553	1332,40241672	0,929899243992
171	54,032461649	0,457875	0,108669	1336,84135156	0,926811546149
171,5	54,293273737	0,470085	0,0964591	1341,24347991	0,923769635089
172	54,880635386	0,498168	0,123321	1351,05538044	0,917060853269
172,5	55,076244452	0,456654	0,111111	1354,29157258	0,914869460229
173	55,402794013	0,388278	0,102564	1359,65887827	0,911257977869
173,5	55,924418189	0,389499	0,111111	1368,14081952	0,905608532634
174	56,185764728	0,382173	0,105006	1372,34788449	0,902832302218
174,5	56,446576816	0,405372	0,107448	1376,51788065	0,900097279823
175	56,968735443	0,37851	0,102564	1384,7806175	0,894726561267
175,5	57,229547531	0,358974	0,118437	1388,86472969	0,892095517667
176	57,49089407	0,369963	0,0854701	1392,92834381	0,889492991875
176,5	58,013052697	0,365079	0,0964591	1400,96038289	0,884393316995
177	58,339067807	0,347985	0,1221	1405,9163086	0,881275786061
177,5	58,534676873	0,332112	0,107448	1408,86802533	0,879429426832
178	59,122038522	0,315018	0,0940171	1417,63241949	0,873992427775
178,5	59,383385061	0,357753	0,125763	1421,48429884	0,871624119248
179	59,905543688	0,349206	0,131868	1429,09152642	0,86698435831
179,5	60,166355776	0,302808	0,111111	1432,84683786	0,864712101296
180	60,492370886	0,294261	0,119658	1437,49921663	0,861913513179
180,5	61,014529513	0,310134	0,153846	1444,85362138	0,857526313855
181	61,275876052	0,302808	0,153846	1448,48956397	0,855373784403
181,5	61,53668814	0,284493	0,141636	1452,08802633	0,853254057284
182	62,058846767	0,289377	0,136752	1459,20183065	0,8490943295
182,5	62,319658855	0,344322	0,150183	1462,7097439	0,847058006665
183	62,581005394	0,29304	0,180708	1466,19444351	0,845044806631
183,5	63,10262957	0,242979	0,145299	1473,05831402	0,84110723127
184	63,363976109	0,26862	0,152625	1476,45140746	0,839174248295
184,5	63,624788197	0,253968	0,147741	1479,80693731	0,837271382343
185	64,146946824	0,261294	0,145299	1486,43265782	0,833539275043
185,5	64,473496385	0,257631	0,162393	1490,51356645	0,831257110227
186	64,734308473	0,205128	0,144078	1493,73817938	0,829462630803
186,5	65,2564671	0,241758	0,123321	1500,10093303	0,825944423282
187	65,517279188	0,245421	0,144078	1503,23242935	0,824223836453
187,5	65,778625727	0,241758	0,163614	1506,33909843	0,822523959773
188	66,365452925	0,191697	0,153846	1513,20051903	0,818794326604
188,5	66,561596442	0,191697	0,128205	1515,4585488	0,817574324935
189	66,887611552	0,223443	0,140415	1519,17237206	0,81557565342
189,5	67,409770179	0,239316	0,156288	1525,01805288	0,812449398656
190	67,670582267	0,152625	0,131868	1527,89049972	0,81092198703
190,5	67,931928806	0,178266	0,141636	1530,73707599	0,809413987181
191	68,192740894	0,197802	0,141636	1533,54608026	0,8079313794
191,5	68,192740894	0,178266	0,111111	1533,54608026	0,8079313794
192	68,192740894	0,169719	0,126984	1533,54608026	0,8079313794
192,5	68,192740894	0,192918	0,152625	1533,54608026	0,8079313794
193	68,192740894	0,178266	0,131868	1533,54608026	0,8079313794
193,5	68,192740894	0,181929	0,133089	1533,54608026	0,8079313794
194	68,192740894	0,217338	0,131868	1533,54608026	0,8079313794
194,5	68,192740894	0,173382	0,128205	1533,54608026	0,8079313794
